username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;
alipTSF;05/11/2018 17:55;0;0;jangan cepat putus asa https://www.facebook.com/100000680592131/posts/2188468304519168/ …;;;;1,0594E+18;https://twitter.com/alipTSF/status/1059398755995258880;
eyfa_stiletto;05/11/2018 17:48;0;0;Yes bukan kena tapi wajib kuat tau. Biar manusia tak hargai tapi penduduk langit hargai. Muslim kena kuat dan tak boleh putus asa. Berdoa pada Allah. Allah malu kalau hambaNya doa tapi Dia tidak memakbulkan. Allah itu dekat tau awak.;;;;1,0594E+18;https://twitter.com/eyfa_stiletto/status/1059397073978589184;
cholliessfeat97;05/11/2018 17:42;0;0;Tegas akan diri sendiri, buang pikiran negatif dan lakukan yang baik. Kegelisahan hanya milik mereka yang putus asa;;;;1,0594E+18;https://twitter.com/cholliessfeat97/status/1059395645373468672;
donoona9;05/11/2018 17:40;0;1;Jangan putus asa dek.. Aku aj koass butuh wkt 4,5 thn lbh lama dr s1 lol emang pst ada masany kta down, apalg kalo liat tmn2 ada yg koass slesai jauh jauh lbh cpt. Smua ada masany. Jgn smpe jatuh. Slesain aj sebisamu. Everyone have their own timeline;;;;1,0594E+18;https://twitter.com/donoona9/status/1059395069071908866;
mdinarti;05/11/2018 17:40;0;0;Dua kesalahan besar: Menganggap sukses sudah selesai = sombong, dan menganggap sukses tidak mungkin = putus asa;;;;1,05939E+18;https://twitter.com/mdinarti/status/1059394919498825733;
BagusSe63342964;05/11/2018 17:39;0;0;Dua kesalahan besar: Menganggap sukses sudah selesai = sombong, dan menganggap sukses tidak mungkin = putus asa;;;;1,05939E+18;https://twitter.com/BagusSe63342964/status/1059394858446610432;
DedySafutra;05/11/2018 17:37;0;0;Jangan putus asa ketika masalah tak juga reda. Segala sesuatu pasti ada akhirnya. Terus berusaha dan semua akan indah pada waktunya.;;;;1,05939E+18;https://twitter.com/DedySafutra/status/1059394284300845057;
farecek;05/11/2018 17:37;1;1;Memendam rasa diantara redupnya perasaan yang hampir putus asa;;;;1,05939E+18;https://twitter.com/farecek/status/1059394272632303617;
VocaloidVoice;05/11/2018 17:35;0;0;Seorang pria pintar tidak pernah putus asa. # VoVo;;;#;1,05939E+18;https://twitter.com/VocaloidVoice/status/1059393869723234304;
zulfitrah_andi;05/11/2018 17:33;0;0;Jangan putus asa;;;;1,05939E+18;https://twitter.com/zulfitrah_andi/status/1059393368554229761;
TENTAX5;05/11/2018 17:28;0;3;Orang putus asa karen mangkrak emang gitu mba zara.;;;;1,05939E+18;https://twitter.com/TENTAX5/status/1059391972773789697;
davidwjaya;05/11/2018 17:24;3;1;Bangkit dari keterpurukan itu sulit, sangatlah sulit Maka dari itu dekatlah dengan Tuhan, dan berdoa lah meminta jalan keluar Jangan mudah putus asa, karena nasib, umur, rezeki sudah digariskan olehNya;;;;1,05939E+18;https://twitter.com/davidwjaya/status/1059390886411259904;
isanbrandals;05/11/2018 17:23;0;0;Janganlah berputus asa. Tetapi kalau anda sampai berada dalam keadaan berputus asa, berjuanglah terus meskipun dalam keadaan putus asa.;;;;1,05939E+18;https://twitter.com/isanbrandals/status/1059390691338465281;
bincang_buku;05/11/2018 17:23;0;0;Pernah merasa putus asa? Atau penyesalan tak berujung? HIDUP BAHAGIA akan menjadi penawarnya. Buku ini akan menuntunmu untuk melangkah dan merasa kembali hidup dengan memunculkan kembali semangat, kasih sayang, dan ide-ide baru. # bincangbuku;;;#;1,05939E+18;https://twitter.com/bincang_buku/status/1059390632777547776;
EvaliaWulandari;05/11/2018 17:21;0;0;Orang-orang yang kuat keyakinannya kepada Allah tidak akan lemah meski dihantam badai besar, tidak akan menyerah meski ujian hidup begitu banyak dan tidak akan putus asa meski doa-doa mereka... https://www.facebook.com/story.php?story_fbid=2005852636116707&id=100000759690006 …;;;;1,05939E+18;https://twitter.com/EvaliaWulandari/status/1059390249628065792;
tebuan_laut20;05/11/2018 17:18;0;0;Semua boleh dapat banyak A. Usaha. Itu tak mustahil. Jangan putus asa. Mungkin sebab jangan putus asa tu kot mereka pastikan mereka jawab semua soalan walaupun salah. Kagum aku. Sangat kagum. Dan terharu kerana mereka mahu mencuba.;;;;1,05939E+18;https://twitter.com/tebuan_laut20/status/1059389445470744576;
RamalokaSerang;05/11/2018 17:16;1;0;# NP @ CakraKonta - Jangan Mudah Putus Asa ll # HitsRequest w/ @ Gilank_914 Stay Tune guys.. Until 05.30 PM ^_^ # RamalokaFm # MusikHitsIndonesia Cc MD Ramaloka: @ EgaMDNugraha;;@ @ @;# # # #;1,05939E+18;https://twitter.com/RamalokaSerang/status/1059388860172394498;
feelgoodboy;05/11/2018 17:15;0;0;Tak nak ambil Jay Iswazir berlakon kerana rupanya Tidak pernah putus asa, akhirnya dia rangkul trofi Pelakon Lelaki Terbaik Drama. Berita penuh di http://sinarharian.com.my # JayIswazir # AnugerahSkrin2018 pic.twitter.com/CywFzfTrMv via SinarOnline;;;# #;1,05939E+18;https://twitter.com/feelgoodboy/status/1059388712935714817;
aliffazizann_;05/11/2018 17:11;0;1;jangan pernah putus asa;;;;1,05939E+18;https://twitter.com/aliffazizann_/status/1059387693220552704;
SinarOnline;05/11/2018 17:10;1;13;Tak nak ambil Jay Iswazir berlakon kerana rupanya Tidak pernah putus asa, akhirnya dia rangkul trofi Pelakon Lelaki Terbaik Drama. Berita penuh di http://sinarharian.com.my # JayIswazir # AnugerahSkrin2018pic.twitter.com/ZQE3rBPKsQ;;;# #;1,05939E+18;https://twitter.com/SinarOnline/status/1059387516959084551;
ReginaMeliala;05/11/2018 17:04;0;0;Semangat y nyokk.. jangan putus asa...;;;;1,05939E+18;https://twitter.com/ReginaMeliala/status/1059385898733776896;
Fadra_24;05/11/2018 17:01;0;0;"Jangan mudah putus asa, karena jalan hidup yang kita lalui tak selamanya mulus"" -Rose(Fullmetal Alchemist)""";;;;1,05939E+18;https://twitter.com/Fadra_24/status/1059385226432937985;
fajarfobc1;05/11/2018 17:01;0;0;Percuma lo berusaha kalau ujung-ujungnya lo tetep putus asa, waktu yg udah lo lalui terbuang sia-sia.;;;;1,05939E+18;https://twitter.com/fajarfobc1/status/1059385084007002112;
kiutbebi;05/11/2018 16:58;0;0;Kegelisahan hanya milik mereka yang putus asa # debay thalitalatief;;;#;1,05938E+18;https://twitter.com/kiutbebi/status/1059384369041747968;
Leeda961024;05/11/2018 16:57;0;0;Seberat apapun masalahmu, lebih baik terus berusaha daripada hanya bicara, lebih baik terus berharap daripada putus asa.lagi gk online ya :D;;;;1,05938E+18;https://twitter.com/Leeda961024/status/1059384284534890496;
bungaaa_pink;05/11/2018 16:53;0;2;Soalan tadi. Ya rabb, Mungkin ni teguran daripada Kau buat aku. Kena usaha kuat lagi dan jangan putus asa. Kalau lepas, aku sangat-sangat bersyukur.;;;;1,05938E+18;https://twitter.com/bungaaa_pink/status/1059383186965315584;
my_nxjihxh;05/11/2018 16:38;0;0;Terus putus asa nak buat semua benda;;;;1,05938E+18;https://twitter.com/my_nxjihxh/status/1059379303438180353;
bt170898;05/11/2018 16:36;0;0;“Cinta adalah anugrah tapi ketika putus cinta bukan berarti kita harus merasa putus asa, karena putus cinta adalah proses untuk menjadikan seseorang menjadi lebih dewasa.”;;;;1,05938E+18;https://twitter.com/bt170898/status/1059378882145447936;
AntiMewek;05/11/2018 16:35;0;0;Putus cinta bukan berarti harus putus asa & harapan. Tapi putus cinta itu membuat kita harus menjadi pribadi yang lebih dewasa & kuat.;;;;1,05938E+18;https://twitter.com/AntiMewek/status/1059378688762900480;
hashajaslin;05/11/2018 16:31;0;3;sy putus asa suda mw http://hidup.Sy mw jadi kucing sja;;;;1,05938E+18;https://twitter.com/hashajaslin/status/1059377710554800129;
aaliyahijab;05/11/2018 16:30;0;0;Agar tidak putus asa dalam menghadapi masalah, lihatlah bahwa semuanya wajar dan bisa diupayakan menjadi lebih baik.;;;;1,05938E+18;https://twitter.com/aaliyahijab/status/1059377356618424320;
Sedang_Bercakap;05/11/2018 16:30;0;1;Jangan sekali-kali membaca buku-buku yang boleh menimbulkan prasangkan buruk,putus asa dan hilang harapan.;;;;1,05938E+18;https://twitter.com/Sedang_Bercakap/status/1059377337102290944;
cara_motivasi;05/11/2018 16:27;0;0;Jangan putus asa hanya karena segala sesuatu tak berjalan sesuai rencana. Masalah hanya menjadikanmu pribadi yg lebih kuat dan bijaksana.;;;;1,05938E+18;https://twitter.com/cara_motivasi/status/1059376567728685056;
zukrienaizham;05/11/2018 16:24;0;4;pernah la try hard untuk dptkan something tpi last2 tak dpt so smpai rasa cpt putus asa;;;;1,05938E+18;https://twitter.com/zukrienaizham/status/1059376015984668673;
RindaMad_;05/11/2018 16:11;0;0;Saya mulai putus asa.;;;;1,05937E+18;https://twitter.com/RindaMad_/status/1059372672289726464;
Fitmawatih;05/11/2018 16:01;0;0;Jika anda putus asa, jangan memaksa untuk terus bergerak. tapi paksalah hati dan pikiran anda untuk menemukan tujuan baru.;;;;1,05937E+18;https://twitter.com/Fitmawatih/status/1059370080146874368;
trollytrully;05/11/2018 16:00;0;0;Jangan pernah putus asa,keep moving forward # botcentil;;;#;1,05937E+18;https://twitter.com/trollytrully/status/1059369966263128064;
Izikrida;05/11/2018 16:00;0;0;Mencari kesalahan yg tak ditemukan... akhirnya mencari kesalahan di tong sampah.... kalau kalian sudah serba salah... lihat wajahnya saja sudah putus asa;;;;1,05937E+18;https://twitter.com/Izikrida/status/1059369899489845249;
husnakhalid__;05/11/2018 15:58;0;0;Kenapa nak move on? Dah putus asa ke dgn cinta yang kita bina selama ni;;;;1,05937E+18;https://twitter.com/husnakhalid__/status/1059369313625239552;
myleokid;05/11/2018 15:53;0;1;Eh seriously? Buat kak mint dan semuanya yang pernah mengalami, jangan minder, jangan putus asa, jangan berlarut pada kesedihan ya! Kalau ngalamin hal kayak gitu lebih baik cerita ke orang yg kalian percaya, minta dukungan dan pelan2 lupakan meski rasa sakitnya pasti membekas;;;;1,05937E+18;https://twitter.com/myleokid/status/1059368157008158720;
nckimushi;05/11/2018 15:52;0;0;"⠀ … Mario alias artis FISIP yang jam terbangnya dari pagi hingga pagi, mengejar-ngejarnya. Iya, selamat siang juga Pak Benjamin!"" Sapa Roman dengan selarik tawa yang terselip, kelewat santai menanggapi rentetan kata putus asa yang … ⠀⠀⠀⠀""";;;;1,05937E+18;https://twitter.com/nckimushi/status/1059367736067874816;
maziahyacub;05/11/2018 15:51;0;0;Experimen syariat yg siap di tagih dengan segela konsekuensi. Perbaiki seminimal mungkin. Jgn putus asa dengan nafsu yg merasa usaha semaksimal mungkin;;;;1,05937E+18;https://twitter.com/maziahyacub/status/1059367586209525760;
reguswel;05/11/2018 15:45;0;0;Berharap itu lebih baik daripada putus asa;;;;1,05937E+18;https://twitter.com/reguswel/status/1059366108266881024;
Hary58804240;05/11/2018 15:40;0;0;Sabar jgn putus asa;;;;1,05936E+18;https://twitter.com/Hary58804240/status/1059364754781663235;
JJHx3M;05/11/2018 15:38;0;0;Kakek 82 tahun tewas usai terjun dari lantai tiga rumah deret di Solo. Ia diduga nekat mengakhiri hidup karena putus asa atas penyakitnya. https://news.detik.com/berita-jawa-tengah/d-4288269/diduga-bunuh-diri-kakek-82-tahun-di-solo-melompat-dari-lantai-3?utm_campaign=detikcomsocmed&utm_medium=oa&utm_source=twitter&utm_content=detikcom …;;;;1,05936E+18;https://twitter.com/JJHx3M/status/1059364290610774016;
qaesung;05/11/2018 15:36;0;0;Kakek 82 tahun tewas usai terjun dari lantai tiga rumah deret di Solo. Ia diduga nekat mengakhiri hidup karena putus asa atas penyakitnya. https://news.detik.com/berita-jawa-tengah/d-4288269/diduga-bunuh-diri-kakek-82-tahun-di-solo-melompat-dari-lantai-3?utm_campaign=detikcomsocmed&utm_medium=oa&utm_source=twitter&utm_content=detikcom …;;;;1,05936E+18;https://twitter.com/qaesung/status/1059363837399523328;
RahmawanIndra;05/11/2018 15:36;0;0;tekan kono, wes mentok tekan kono-kono wae ket biyen, jane wes cetho dekne wegah ro aku, tapi aku bukan orang yg cepat putus asa (ndableg) awuwuwuwuwuw~;;;;1,05936E+18;https://twitter.com/RahmawanIndra/status/1059363757959274497;
puspaadeliam;05/11/2018 15:35;0;0;Yaa Allah setelah baru saja putus asa karena duid kurang, alhamdulillah jumat ini gajian pic.twitter.com/I7uH6AuICe;;;;1,05936E+18;https://twitter.com/puspaadeliam/status/1059363596793110528;
kjfsoo;05/11/2018 15:34;0;0;Kakek 82 tahun tewas usai terjun dari lantai tiga rumah deret di Solo. Ia diduga nekat mengakhiri hidup karena putus asa atas penyakitnya. https://news.detik.com/berita-jawa-tengah/d-4288269/diduga-bunuh-diri-kakek-82-tahun-di-solo-melompat-dari-lantai-3?utm_campaign=detikcomsocmed&utm_medium=oa&utm_source=twitter&utm_content=detikcom …;;;;1,05936E+18;https://twitter.com/kjfsoo/status/1059363384213278721;
kiulkyunq;05/11/2018 15:34;0;0;Kakek 82 tahun tewas usai terjun dari lantai tiga rumah deret di Solo. Ia diduga nekat mengakhiri hidup karena putus asa atas penyakitnya. https://news.detik.com/berita-jawa-tengah/d-4288269/diduga-bunuh-diri-kakek-82-tahun-di-solo-melompat-dari-lantai-3?utm_campaign=detikcomsocmed&utm_medium=oa&utm_source=twitter&utm_content=detikcom …;;;;1,05936E+18;https://twitter.com/kiulkyunq/status/1059363238264164352;
attheyyna;05/11/2018 15:33;0;0;Kakek 82 tahun tewas usai terjun dari lantai tiga rumah deret di Solo. Ia diduga nekat mengakhiri hidup karena putus asa atas penyakitnya. https://news.detik.com/berita-jawa-tengah/d-4288269/diduga-bunuh-diri-kakek-82-tahun-di-solo-melompat-dari-lantai-3?utm_campaign=detikcomsocmed&utm_medium=oa&utm_source=twitter&utm_content=detikcom …;;;;1,05936E+18;https://twitter.com/attheyyna/status/1059363034760728576;
AkatsukiAgency;05/11/2018 15:32;0;0;“Ada Orang Yang Jauh Lebih kuat yang pernah mengalahkanku! dia orang yang tak pernah putus asa!” (Neji);;;;1,05936E+18;https://twitter.com/AkatsukiAgency/status/1059362789154648064;
detikcom;05/11/2018 15:31;4;10;Kakek 82 tahun tewas usai terjun dari lantai tiga rumah deret di Solo. Ia diduga nekat mengakhiri hidup karena putus asa atas penyakitnya. https://news.detik.com/berita-jawa-tengah/d-4288269/diduga-bunuh-diri-kakek-82-tahun-di-solo-melompat-dari-lantai-3?utm_campaign=detikcomsocmed&utm_medium=oa&utm_source=twitter&utm_content=detikcom …;;;;1,05936E+18;https://twitter.com/detikcom/status/1059362674423656449;
Ketuforyou;05/11/2018 15:31;0;0;Janganlah berputus asa. Tetapi kalau anda sampai berada dalam keadaan putus asa, berjuanglah terus meskipun dalam keadaan putus asa.;;;;1,05936E+18;https://twitter.com/Ketuforyou/status/1059362473977929728;
hary_atmojo;05/11/2018 15:29;0;0;Kampret putus asa,, yg mencoba menghibur diri sendiri;;;;1,05936E+18;https://twitter.com/hary_atmojo/status/1059362025644552194;
MhmmdAbdullah;05/11/2018 15:28;0;0;"Penderitaan jiwa mengarahkan keburukan. Putus asa adalah sumber kesesatan; dan kegelapan hati, pangkal penderitaan jiwa";;;;1,05936E+18;https://twitter.com/MhmmdAbdullah/status/1059361797277343744;
suaradiponegoro;05/11/2018 15:23;3;0;Play @ CakraKonta Jangan Mudah Putus Asa @ mymusic_id Next @ BebeRexha Ferrari @ WarnerMusicID Next @ SMASHindonesia Fenomena @ label401 # BersamaRakyatTNIKuat # TrendingTopic MD @ konan_seja;;@ @ @ @ @ @ @;# #;1,05936E+18;https://twitter.com/suaradiponegoro/status/1059360597702111233;
kumparan;05/11/2018 15:23;3;3;Dua kali jadi korban kecelakaan Lion Air membuat Laura harus berjalan dengan tongkat. Kendati demikian, ia tak putus asa dan terus berjuang untuk membangun kembali mimpi-mimpinya. # TopNewshttp://bit.ly/2D0ZU6s;;;#;1,05936E+18;https://twitter.com/kumparan/status/1059360569990369280;
nuralz;05/11/2018 15:23;0;0;Alololo ..kesian tgok, tapi semangat tak putus asa. https://twitter.com/ziyatong/status/1058769320887513090 …;;;;1,05936E+18;https://twitter.com/nuralz/status/1059360507780419585;
mandarinjer;05/11/2018 15:20;10;9;cubaan laoshi untuk retweet tweet lama untuk semua anak2 murid ulangkaji jangan putus asa dalam mencari ilmu 温故而知新，可以为师矣 wēn gù ér zhī xīn, kě yǐ wéi shī yǐ ulangkaji ilmu lama utk dapat pemahaman baru, boleh menjadikan kita hebat https://twitter.com/mandarinjer/status/1038976886703935488 …;;;;1,05936E+18;https://twitter.com/mandarinjer/status/1059359865632567298;
haebitdalbit;05/11/2018 15:18;0;0;Jangan putus asa... https://twitter.com/detikcom/status/1059359274441162757 …;;;;1,05936E+18;https://twitter.com/haebitdalbit/status/1059359389398650881;
AlamGunners17;05/11/2018 15:18;0;0;Tegas akan diri sendiri, buang pikiran negatif dan lakukan yang baik. Kegelisahan hanya milik mereka yang putus asa.;;;;1,05936E+18;https://twitter.com/AlamGunners17/status/1059359293906989056;
Mu9hni;05/11/2018 15:16;0;0;Penderitaan jiwa mengarah keburukan, putus asa adalah sumber kesesatan, dan kegelapan hati pangkal penderitaan jiwa;;;;1,05936E+18;https://twitter.com/Mu9hni/status/1059358657018621952;
Mr_Gantengg;05/11/2018 15:09;0;0;Putus asa adalah kesalahan fatal manusia karena didalam kesusahan ada hikmah yang sangat besar. # Bijak;;;#;1,05936E+18;https://twitter.com/Mr_Gantengg/status/1059357048725336064;
Edy_Tedjo_S;05/11/2018 15:08;0;0;Tiada Kata Jera Dan Putus Asa Manakala Diperuntukkan Demi Memuliakan Manusia https://www.facebook.com/100004134672895/posts/1174486309365847/ …;;;;1,05936E+18;https://twitter.com/Edy_Tedjo_S/status/1059356837584216064;
JustLammer;05/11/2018 15:08;0;0;Jangan pernah putus asa, selalu berikan yg terbaik yg kamu bisa. Mungkin ada yg membenci kegigihanmu, tapi itu urusan mereka.;;;;1,05936E+18;https://twitter.com/JustLammer/status/1059356642226057217;
smyrededrawsnf;05/11/2018 15:06;0;0;Tegas akan diri sendiri, buang pikiran negatif dan lakukan yang baik. Kegelisahan hanya milik mereka yang putus asa;;;;1,05936E+18;https://twitter.com/smyrededrawsnf/status/1059356282388275200;
HendiBram;05/11/2018 15:02;0;0;Hahahahahaha....Kenapa putus asa gitu? https://twitter.com/VeyWiniy/status/1059354861966225408 …;;;;1,05936E+18;https://twitter.com/HendiBram/status/1059355366318792704;
whimsypotato;05/11/2018 15:02;0;0;Mungkin pada akhirnya semacam itu yang aku lihat sekarang: orang-orang putus asa, ingin coba bebas dari tindas-menindas tapi akhirnya ikut mati, terbawa arus, melayang-layang di udara. Aku juga bakal gitu. Tapi sisaku itu ya benar-benar sampah.;;;;1,05936E+18;https://twitter.com/whimsypotato/status/1059355269187043328;
jowngen;05/11/2018 15:01;0;0;Jangan pernah putus asa, kesempatan itu selalu ada selama kita yakin dan berusaha;;;;1,05935E+18;https://twitter.com/jowngen/status/1059354979213799425;
edy_pordjo;05/11/2018 14:59;0;0;Tuhan takkan berikan cobaan melebihi kemampuanmu. Ketika putus asa, ingatlah, jika Tuhan memberinya padamu, Dia akan membantumu melewatinya...;;;;1,05935E+18;https://twitter.com/edy_pordjo/status/1059354439348183040;
yuliarisky13;05/11/2018 14:58;0;0;Mereka yang bermimpi hancur karena harapan mereka tak sesuai dengan rencana. Putus asa menjadi kenyataan. Dan ikhlas tak mau lagi di hiraukan. Apa yang terjadi selanjutnya? — Bangkit dan kuat https://lap78.ask.fm/igoto/45DKECPW7B667HQMHN2IG6NM42ODDJA3SD57PA5JJ646V45V2Q24OJAMGBFM2QR2KK37QHYGIVST4XQVYYU5Y25CPT22BFDJUUBCVESVANYDGGP7DWJQKLHQ262PLWTESSFJKTQPZTKXXFMXISCAAVJSUOFW3ZMQ73NVXYTURSV3MYETDVUFHRFL3ANODW6UTQRL2MS7UVINXADNGVQQM=== …;;;;1,05935E+18;https://twitter.com/yuliarisky13/status/1059354294762291200;
yantomanchester;05/11/2018 14:43;0;0;Jangan menyerah n putus asa msh ad hri esok n hri brikut ttap smgat. love you forever;;;;1,05935E+18;https://twitter.com/yantomanchester/status/1059350369585819648;
tifanimelia;05/11/2018 14:40;0;0;Lelah itu wajar tapi jangan sampai putus asa.;;;;1,05935E+18;https://twitter.com/tifanimelia/status/1059349817040617472;
AizuddinAmxrul;05/11/2018 14:40;0;1;aku takkan putus asa tapi sekarang aku perlukan rehat yang cukup sebelom teruskan perjalanan;;;;1,05935E+18;https://twitter.com/AizuddinAmxrul/status/1059349732164698113;
arzafzv;05/11/2018 14:39;0;1;Ada beza bersyukur masa ada pilihan dengan bersyukur masa tiada pilihan. Meninggalkan kerana inginkan yang lain dan meninggalkan kerana putus asa juga berbeza.;;;;1,05935E+18;https://twitter.com/arzafzv/status/1059349447270776832;
MahborRahman;05/11/2018 14:38;0;0;Bagaimana dia focus kepada penclegannya, karena terancam kepada pppamour Grindra yang meningkat tajam, krcuuali dengan menggoreng Prrabowo dan Grindra. Putus asa tak terpilih dan tak dapat kerjaan dan duit gampang.;;;;1,05935E+18;https://twitter.com/MahborRahman/status/1059349146413363202;
mhmmdangra24;05/11/2018 14:37;0;0;"Ketika keberhasilanmu tertunda, jangan putus asa, segera bangkit dan katakan: Aku bisa dan tak akan pernah menyerah.""""";;;;1,05935E+18;https://twitter.com/mhmmdangra24/status/1059349006931787782;
mayaoctavia517;05/11/2018 14:36;0;0;Tegas akan diri sendiri, buang pikiran negatif dan lakukan yang baik. Kegelisahan hanya milik mereka yang putus asa.;;;;1,05935E+18;https://twitter.com/mayaoctavia517/status/1059348733169520640;
linimotivasi;05/11/2018 14:33;1;1;Kesulitan & hambatan itu bakal Anda alami ketika sdg mengeluh, dan Kehanacuran akan didapatkan saat Anda putus asa.;;;;1,05935E+18;https://twitter.com/linimotivasi/status/1059347937992601600;
SRP_SaiT77;05/11/2018 14:31;0;0;“Ada Orang Yang Jauh Lebih kuat yang pernah mengalahkanku! dia orang yang tak pernah putus asa!” – (Neiji);;;;1,05935E+18;https://twitter.com/SRP_SaiT77/status/1059347423192014848;
Shameen99763556;05/11/2018 14:27;0;0;Janganla putus asa... benda yg hari2 kite lalui ada cabaran dan kebaikannya...semua org tak suka menunggu...maaf taw kalau sy tersalah tulis...;;;;1,05935E+18;https://twitter.com/Shameen99763556/status/1059346476055244800;
pswmusik;05/11/2018 14:26;0;0;Hidup musikal sangat dibutuhkan selagi tinggal dalam dunia yang sangat musikal ini. Mengapa tidak belajar menikmati musik dan mendapatkan bonus solusi musikal? Putus asa? Coba dulu pendekatan metode PSW dan cukup mulai dengan tabur tuai. http://bit.ly/pswmusik;;;;1,05935E+18;https://twitter.com/pswmusik/status/1059346111054405632;
rakaguna;05/11/2018 14:25;1;0;Mungkin sekarang aku bukan tempatmu untuk bercerita tapi pulanglah nanti ketika kau putus asa;;;;1,05935E+18;https://twitter.com/rakaguna/status/1059345853737922560;
rIsocjung;05/11/2018 14:22;0;0;hei semangat! Kamu anak baik, anak kuat, anak hebat. Semua pasti bisa laluin dengan mudah. Jangan putus asa!;;;;1,05935E+18;https://twitter.com/rIsocjung/status/1059345245370896385;
FGNadila_2nd;05/11/2018 14:22;0;0;Nadila_JKT48 Tegas akan diri sendiri, buang pikiran negatif dan lakukan yang baik. Kegelisahan hanya milik mereka yang putus asa.;;;;1,05935E+18;https://twitter.com/FGNadila_2nd/status/1059345203784339456;
HapsariCalistta;05/11/2018 14:22;0;0;Mereka yang bermimpi hancur karena harapan mereka tak sesuai dengan rencana. Putus asa menjadi kenyataan. Dan ikhlas tak mau lagi di hiraukan. Apa yan… — Ikhlas itu aja, apapun ikhlas insyaAllah walaupun ga bisa mengobati gabisa merubah tp belajar ikhlas https://lap78.ask.fm/igoto/45DKECPW7B667HQMHN2IG6NM26EC3PQ3SD54PCN4C743DZV2RAR4YJIIPIEYWXBTKK37IEYJJJSDSV2RQ557M3FAK32KZBBGWIIERFKKHVYT4J7CB6RCSIW5T2YPHZDXQPXJ6GYXZPOFBDOYMWLBWX3C4LCFX4ERZDFU563FZO32KY7RBNQGDQXZ5VIL5OXHQ4JKMVLU4EK7HI3NAYQWGGXVNGGRWOYIZ46A==== …;;;;1,05935E+18;https://twitter.com/HapsariCalistta/status/1059345107978252289;
namzje;05/11/2018 14:21;0;0;Mangat weh rab, jan cepet putus asa;;;;1,05934E+18;https://twitter.com/namzje/status/1059344914675195904;
NasihatAmpuh;05/11/2018 14:17;1;3;Jangan mudah putus asa ketika kamu dihadapkan pada kegagalan, karena mungkin keberhasilan datang jika kamu mencoba sekali lagi.;;;;1,05934E+18;https://twitter.com/NasihatAmpuh/status/1059344017543041024;
utho_;05/11/2018 14:15;0;0;Putus asa, ga sembuh, udah berdoa tapi ngersa Tuhan ga pernah denger doa eug. Itu hal paling berdosa dikala putus asa. Tapi karena banyak suport alhamdulillah percaya Tuhan lagi.;;;;1,05934E+18;https://twitter.com/utho_/status/1059343347880345603;
faankangga;05/11/2018 14:13;0;0;Mungkin yang kemarin blm rejeki, jangan putus asa ! # KobarkanSemangatGaruda # KemenanganItuDekat;;;# #;1,05934E+18;https://twitter.com/faankangga/status/1059342873710084096;
utho_;05/11/2018 14:12;0;0;Yang paling mengerikan, saat muntahin racun berwarna kuning kecoklatan bercampur darah kental. Itu beberapa kali yang bikin frustasi sampe putus asa.;;;;1,05934E+18;https://twitter.com/utho_/status/1059342644248174592;
nikenayudya23;05/11/2018 14:08;0;0;Lanjutkan perjuangan kalian ! Jangan pernah putus asa # KobarkanSemangatGaruda # KemenanganItuDekat;;;# #;1,05934E+18;https://twitter.com/nikenayudya23/status/1059341650583990272;
ImamPurwanto27;05/11/2018 14:05;0;0;“Jangan putus asa, tidak semua orang menilai manusia dari fisiknya”;;;;1,05934E+18;https://twitter.com/ImamPurwanto27/status/1059340962780966912;
AmaliaP67811146;05/11/2018 14:04;0;0;“Gagal adalah masalah kecil namun putus asa adalah masalah yang besar”;;;;1,05934E+18;https://twitter.com/AmaliaP67811146/status/1059340707721207808;
ZodiacUpdates;05/11/2018 14:01;4;3;# Aquarius : Eksentrik, Berjiwa kuat, tak mudah putus asa & Pandai.;;;#;1,05934E+18;https://twitter.com/ZodiacUpdates/status/1059339946568298497;
LiliNovaria;05/11/2018 14:00;0;0;Keberhasilan seringkali tidak terwujud, karena sikap putus asa dan menyerah. pic.twitter.com/HGyi6RFRG2;;;;1,05934E+18;https://twitter.com/LiliNovaria/status/1059339553540984832;
DaffaNafisah;05/11/2018 13:59;0;0;Semangat kak...jangan putus asa! Mungkin setelah ini kamu bakalan di terima di perusahan yang lebih bagus buat penelitian skripsimu:) Ayo semangat cari lagi!! Dan semoga skripsinya cepet selesai dan cepet wisuda ya,good luck;;;;1,05934E+18;https://twitter.com/DaffaNafisah/status/1059339405226205184;
BicaraWanita;05/11/2018 13:58;0;0;Tegas akan diri sendiri, buang pikiran negatif dan lakukan yang baik. Kegelisahan hanya milik mereka yang putus asa.;;;;1,05934E+18;https://twitter.com/BicaraWanita/status/1059339036790145024;
dhytaMJ;05/11/2018 13:55;0;0;# Aries adalah pribadi yg cinta kedamaian dan juga tidak mudah putus asa # # TweetSederhana;;;# # #;1,05934E+18;https://twitter.com/dhytaMJ/status/1059338287637180416;
ZikrulHakimOLst;05/11/2018 13:46;0;0;Apa yang kita permasalahkan? Apa yang kita keluhkan? Apa pula dosa kita, maksiat kita? Jangan putus asa. Segera kembali kepada Alloh adalah jawabannya. Punya utang yang banyak dan… https://www.instagram.com/p/BpygNJEB93s/?utm_source=ig_twitter_share&igshid=l00ejvxnuis0 …;;;;1,05934E+18;https://twitter.com/ZikrulHakimOLst/status/1059336241408204800;
