username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;
rasnosu;29/10/2018 14:01;0;0;Tidak ada kata putus asa, harus lebih baik menuju timnas juara # KobarkanSemangatGaruda # KemenanganItuDekat;;;# #;1,0568E+18;https://twitter.com/rasnosu/status/1056803151628488705;
widyapaj;29/10/2018 14:00;2;0;Kenapa harus putus asa? Padahal Allah selalu menyemangati dengan Hayya ‘Alal Falah :);;;;1,0568E+18;https://twitter.com/widyapaj/status/1056802871134408704;
iamliend;29/10/2018 13:59;0;1;Foto terakhir bersama bu Sri sebelum di bawa ke RSSA, kami tetap tersenyum demi membangun semangat nya agar tidak putus asa, walaupun sebenarnya hati ini ikut hancur melihat keadaanya. pic.twitter.com/LvZvLB5pyp;;;;1,0568E+18;https://twitter.com/iamliend/status/1056802646525337600;
TiketMurah_Bali;29/10/2018 13:58;0;0;"# hotel # jalan wisata bali Penderitaan jiwa mengarahkan keburukan,putus asa adl sumber kesesatan&kegelapan;hati pangkal # # hoteldiscount";;;# # # #;1,0568E+18;https://twitter.com/TiketMurah_Bali/status/1056802356292083712;
bunnykdaniel;29/10/2018 13:57;0;0;semangatttt nderrr!!! jangan putus asa!!!;;;;1,0568E+18;https://twitter.com/bunnykdaniel/status/1056802229154394113;
wonunana22;29/10/2018 13:55;0;0;Innalillahi... Semangat nder. Mamamu pasti gamau kamu putus asa sampai disini. Semangat :'')));;;;1,0568E+18;https://twitter.com/wonunana22/status/1056801766279270400;
PAClFISTA;29/10/2018 13:53;0;0;( memperlihatkan macbook air miliknya, sudah putus asa ia mencari cara, laman elektronik tak juga dimuat. ) `` sokin diurus, Thal. ``;;;;1,0568E+18;https://twitter.com/PAClFISTA/status/1056801219400761344;
Ra_pertiwi18;29/10/2018 13:51;0;0;Mereka yang bermimpi hancur karena harapan mereka tak sesuai dengan rencana. Putus asa menjadi kenyataan. Dan ikhlas tak mau… — Bersyukur, nyesel? pasti. Tapi inget pasti tuhan tau apa yg terbaik. atau mungkin usahamu kurang. makanya itu, intropeksi di… https://lap78.ask.fm/igoto/45DKECPW7B667HQMHN2IG6NM5WEAFPI7SDTO3H5ZKHV2XYNMYIYNC6KOFJE4UQB3KK6PIEQEIVRH6FIN5U36Y3N7NLRP5BJDRYDB3ACPA5OTSMP6GWOCQ27RTGTO7XSURD2Z4ERJZHOGBAEMLKPE2WLX7XZHX4EQ2HMVH2DK2C33QUOYLNOSDA6EYJC372WGTESKIESNXZ4IFVA= …;;;;1,0568E+18;https://twitter.com/Ra_pertiwi18/status/1056800579333382144;
ehamanina;29/10/2018 13:50;0;0;aku putus asa la dgn bateri iphone ni;;;;1,0568E+18;https://twitter.com/ehamanina/status/1056800425033125888;
putrikalimaRS;29/10/2018 13:50;0;0;Sempat putus asa, manusia cuma bisa berencana , penentu nya yg Maha kuasa.;;;;1,0568E+18;https://twitter.com/putrikalimaRS/status/1056800361871069184;
PAClFISTA;29/10/2018 13:47;0;1;@ srydntpride `` ini saya aja apa gimana, kayaknya tiap ngeload website, browsernya crash terus. `` ( hela nafas putus asa diberi begitu ia terduduk di dekat sang puan yang menjadi kawannya asal kampus lain. ) `` mau apply beasiswa dipersulit begini, kesel emang. ``;;@;;1,0568E+18;https://twitter.com/PAClFISTA/status/1056799665188794368;
azhar_zulhadi;29/10/2018 13:46;2;6;Ya Allah, lindungilah aku dari putus asa dan ingatkan aku betapa manisnya sabar;;;;1,0568E+18;https://twitter.com/azhar_zulhadi/status/1056799342822998016;
maulanniii;29/10/2018 13:46;0;0;Jangan putus asa. Ini bagian dari mengupgrade ilmu, emang loadingnya lama karena emang muatannya besar. Jangan takut, hadapin aja;;;;1,0568E+18;https://twitter.com/maulanniii/status/1056799326511362048;
wanita_medan;29/10/2018 13:33;0;0;Gubernur Pesan Jadi Pemuda Jangan Mudah Putus Asa https://wanitamedan.com/gubernur-pesan-jadi-pemuda-jangan-mudah-putus-asa/ …;;;;1,0568E+18;https://twitter.com/wanita_medan/status/1056796089012101120;
ggashraf217;29/10/2018 13:32;0;0;aku dah putus asa so please.. no stupid question Assalam;;;;1,0568E+18;https://twitter.com/ggashraf217/status/1056795975396651012;
RezaOnlyMe;29/10/2018 13:29;0;0;Ada Orang Yang Jauh Lebih kuat yang pernah mengalahkanku! dia orang yang tak pernah putus asa!;;;;1,0568E+18;https://twitter.com/RezaOnlyMe/status/1056795156236578816;
Leeda961024;29/10/2018 13:27;0;0;Seberat apapun masalahmu, lebih baik terus berusaha daripada hanya bicara, lebih baik terus berharap daripada putus asa.lagi gk online ya :D;;;;1,05679E+18;https://twitter.com/Leeda961024/status/1056794705126600704;
pakarnasihat;29/10/2018 13:20;0;5;Jangan putus asa hanya karena segala sesuatu tak berjalan sesuai rencana. Masalah hanya menjadikanmu pribadi yg lebih kuat dan bijaksana.;;;;1,05679E+18;https://twitter.com/pakarnasihat/status/1056792946958307329;
AlbaniHaikal;29/10/2018 13:13;0;0;Ayoooo jangan putus asa timnas # KobarkanSemangatGaruda # KemenanganItuDekat;;;# #;1,05679E+18;https://twitter.com/AlbaniHaikal/status/1056791057306857472;
ZahraNada17;29/10/2018 13:13;0;0;Jangan pernah menyerah dan jangan putus asa # KobarkanSemangatGaruda # KemenanganItuDekat;;;# #;1,05679E+18;https://twitter.com/ZahraNada17/status/1056791012620693505;
mayaoctavia517;29/10/2018 13:06;0;0;Tegas akan diri sendiri, buang pikiran negatif dan lakukan yang baik. Kegelisahan hanya milik mereka yang putus asa.;;;;1,05679E+18;https://twitter.com/mayaoctavia517/status/1056789397964615680;
aaliyah_mas;29/10/2018 13:06;0;0;Tuhan takkan berikan cobaan melebihi kemampuanmu. Ketika putus asa, ingatlah, jika Tuhan memberinya padamu, Dia akan membantumu melewatinya...;;;;1,05679E+18;https://twitter.com/aaliyah_mas/status/1056789367920840704;
bt170898;29/10/2018 13:06;0;0;“Cinta adalah anugrah tapi ketika putus cinta bukan berarti kita harus merasa putus asa, karena putus cinta adalah proses untuk menjadikan seseorang menjadi lebih dewasa.”;;;;1,05679E+18;https://twitter.com/bt170898/status/1056789313243889664;
icha_thesa22;29/10/2018 13:02;0;0;Mencoba tetep ga murung di situasi yang sebenernya bikin putus asa;;;;1,05679E+18;https://twitter.com/icha_thesa22/status/1056788356896419840;
murniharunmb;29/10/2018 13:02;0;0;Perak sebagai contoh sikap tidak putus asa | Stadium Astro http://www.stadiumastro.com/sukan/blog/blog-butiran/perak-sebagai-contoh-sikap-tidak-putus-asa/3867 …;;;;1,05679E+18;https://twitter.com/murniharunmb/status/1056788289636745216;
caempfire;29/10/2018 13:02;0;0;Putus asa. Maaf panci aku menggunakanmu untuk menggoreng :(;;;;1,05679E+18;https://twitter.com/caempfire/status/1056788260184158208;
MhmmdAbdullah;29/10/2018 12:58;0;0;jangan biarkan rasa putus asa tumbuh didalamnya disamping tidak akan baik juga bisa berakibat fatal;;;;1,05679E+18;https://twitter.com/MhmmdAbdullah/status/1056787383520120832;
BicaraWanita;29/10/2018 12:58;0;0;"berharap"" adalah hal yg dilakukan seseorang ketika sudah putus asa.""";;;;1,05679E+18;https://twitter.com/BicaraWanita/status/1056787260266303488;
KATWear;29/10/2018 12:57;0;0;--> Web: Elyana Putus Asa, Hentikan Semua Rawatan Kanser https://ift.tt/2Ocqrzr (worth a retweet?)pic.twitter.com/3DfODQM5Of;;;;1,05679E+18;https://twitter.com/KATWear/status/1056787152355373056;
ara_kwook;29/10/2018 12:55;11;8;"Tak semua orang faham situasi kita. Memang kadang2 tertanya sampai bila nak jadi macam ni?"". Cuma satu je, bersyukur la & jangan pernah nak downgrade kan diri sendiri. Once rasa putus asa, depression will comes to you.""";;;;1,05679E+18;https://twitter.com/ara_kwook/status/1056786614674841600;
ASTROARENA;29/10/2018 12:48;24;37;Perak sebagai contoh sikap tidak putus asa Oleh Muzaffar Musa http://www.stadiumastro.com/sukan/blog/blog-butiran/perak-sebagai-contoh-sikap-tidak-putus-asa/3867 …;;;;1,05678E+18;https://twitter.com/ASTROARENA/status/1056784920251633664;
AzizBlackFoot;29/10/2018 12:48;0;0;Cinta yang dikaitkan dengan kepentingan pribadi akan berubah menjadi putus asa # SangInspirator;;;#;1,05678E+18;https://twitter.com/AzizBlackFoot/status/1056784868250574848;
limbangon9;29/10/2018 12:44;0;0;Elyana Putus Asa, Hentikan Semua Rawatan Kanser http://dlvr.it/Qpq5nX pic.twitter.com/jwKJbJffEe;;;;1,05678E+18;https://twitter.com/limbangon9/status/1056783828411342848;
Afiqadlyy;29/10/2018 12:41;4;10;kejayaan seseorang anak itu adalah daripada doa seorang ayah atau pon mak, jangan cepat putus asa https://twitter.com/ewzc_/status/1056482919517048832 …;;;;1,05678E+18;https://twitter.com/Afiqadlyy/status/1056783026842042368;
air_hills;29/10/2018 12:40;0;0;Kita punya bakat, kita potensi, dan kita punya jalan. Jangan Putus Asa. Bila gagal, mungkin itu bukan jalanmu, cari jalan yang lain, ada berjuta jalan untuk SUKSES yang menunggumu!! ~BBoy Cruise~;;;;1,05678E+18;https://twitter.com/air_hills/status/1056782700391018496;
papinyafahry;29/10/2018 12:36;0;0;Ciri-ciri org yg naik Level adalah hidupnya terasa sulit bahkan bisa bikin putus asa... Maen game aja kalau levelnya tinggi jd sulitnya pol,,, pengen gampang ya turun aja ke level 1, Padahal yg hebat itu yg... https://www.facebook.com/100005502663375/posts/881547115372036/ …;;;;1,05678E+18;https://twitter.com/papinyafahry/status/1056781808845643777;
mailensent;29/10/2018 12:34;0;0;Elyana Putus Asa, Hentikan Semua Rawatan Kanser http://dlvr.it/Qpq4JS pic.twitter.com/lnl0I32shg;;;;1,05678E+18;https://twitter.com/mailensent/status/1056781196485525504;
Elvira26245850;29/10/2018 12:32;0;1;Selagi kita tak berjaya , Selagi itu kita jangan putus asa .;;;;1,05678E+18;https://twitter.com/Elvira26245850/status/1056780900359266304;
KittiaKuroKuro;29/10/2018 12:24;0;0;“Tidak ada hal yang menarik dibandingkan menang. Lebih baik menang curang daripada kalah putus asa!” (Hiruma Yoichi - Eyeshield 21 # # Bot;;;# #;1,05678E+18;https://twitter.com/KittiaKuroKuro/status/1056778763910885376;
AdelizerRIndo;29/10/2018 12:23;0;0;gak pernah lelah dan gak akan pernah ada rasa putus asa untuk menyayangimu slalu. Teens_Shieren;;;;1,05678E+18;https://twitter.com/AdelizerRIndo/status/1056778538437697536;
Inayah_fawaz;29/10/2018 12:23;0;0;iya, tanggal muda nanti putus asa tak balikim semua, hih;;;;1,05678E+18;https://twitter.com/Inayah_fawaz/status/1056778439338864641;
reguswel;29/10/2018 12:15;0;0;Berharap itu lebih baik daripada putus asa;;;;1,05678E+18;https://twitter.com/reguswel/status/1056776568553451521;
PROF_RASHIDAH;29/10/2018 12:12;0;0;Pent + lapar.. sempt mkn pau kukus je td.. doakn kami2 ni putus asa... # struggle # psm # thanks sudi ajar.. # maaf gnggu..;;;# # # #;1,05678E+18;https://twitter.com/PROF_RASHIDAH/status/1056775861347717121;
nurulnaimh;29/10/2018 12:07;0;1;Dia seorang tabah orang nya tak pernah kenal erti putus asa;;;;1,05677E+18;https://twitter.com/nurulnaimh/status/1056774625625964544;
Cherrimiles;29/10/2018 12:02;0;1;Iya sumpah ini aku dari kapan tau pengen beli gak ada stoknya sampe putus asa apa aku beli yang palsu aja;;;;1,05677E+18;https://twitter.com/Cherrimiles/status/1056773354558910464;
MemilihSetia;29/10/2018 12:01;0;0;Jadi orang jangan mudah putus asa, ayo bangkit!! Kamu pasti BISA.;;;;1,05677E+18;https://twitter.com/MemilihSetia/status/1056772976018767873;
iansskanova;29/10/2018 12:01;0;0;1 hal yang membuat kita BAHAGIA adalah KASIH SAYANG 1 hal yang membuat DEWASA adalah MASALAH 1 hal yang membuat kita HANCUR adalah PUTUS ASA 1 hal yang membuat kita MAJU adalah USAHA 1 hal yang membuat kita KUAT adalah DOA Jadi agar hari ini lebih INDAH...;;;;1,05677E+18;https://twitter.com/iansskanova/status/1056772940849500160;
RamdhanRMD;29/10/2018 12:01;0;0;Jika kita gagal hari ini,jangan putus asa karena masih ada hari esok dan seterusnya yang akan mengajak kita menjadi lebih sukses. # BOT;;;#;1,05677E+18;https://twitter.com/RamdhanRMD/status/1056772880044716032;
AyubDikaSaputra;29/10/2018 12:00;0;0;"Dalam duka pasti ada suka. Jangan menyerah; karena dengan putus asa kita tidak lebih dari pecundang";;;;1,05677E+18;https://twitter.com/AyubDikaSaputra/status/1056772752894390273;
dirgacakra;29/10/2018 12:00;0;0;“Ada Orang Yang Jauh Lebih kuat yang pernah mengalahkanku! dia orang yang tak pernah putus asa!”;;;;1,05677E+18;https://twitter.com/dirgacakra/status/1056772729305612288;
hemariyama;29/10/2018 12:00;2;3;Menurutmu, apakah Elok menyerah dan putus asa setelah mendapatkan teguran dari takdir yang berhasil mengubah alur hidupnya? Yuk, klik link ini dan cari tahu: https://www.storial.co/book/elok/ # NulisIndonesiana # Indonesiana2018 @ nulisbuku @ platform_id @ StorialCopic.twitter.com/LPUoHzqT9n;;@ @ @;# #;1,05677E+18;https://twitter.com/hemariyama/status/1056772649370583040;
nillasarii1;29/10/2018 11:59;0;0;Mereka yang bermimpi hancur karena harapan mereka tak sesuai dengan rencana. Putus asa menjadi kenyataan. Dan ikhlas tak mau lagi di hiraukan. Apa yang terjadi selanjutnya? — Tetap semangat dan memulai hari yg baru dan harapan baru https://lap78.ask.fm/igoto/45DKECPW7B667HQMHN2IG6NM2GADDII3SHZ7NANZC6S2J7FI2AT5AJKQFZHMURJVKW37WFYJIFXDKFAU34N7A55YPPSKNTBAUYVANCK4CBTQSKPHASRDWP5EQKX7ZSLTWOY5CPI72XKXHB4EL6PAERJF4XMXLTU6YDKUV3TNRKWOY66HG53T73VVWVVZN5P5QMM2OD24XBA53OJSLA====== …;;;;1,05677E+18;https://twitter.com/nillasarii1/status/1056772546199203840;
ACJacinda;29/10/2018 11:54;0;0;Jgn putus asa saat situasinya tdk bisa menjadi lbh baik.Menerima kenyataan bkn lah berarti menyerah.Bsa jdi,mlh menjdikan smuanya lbih baik.;;;;1,05677E+18;https://twitter.com/ACJacinda/status/1056771175689273344;
AdelizerRIndo;29/10/2018 11:53;0;0;gak pernah lelah dan gak akan pernah ada rasa putus asa untuk menyayangimu slalu. Teens_Paulina;;;;1,05677E+18;https://twitter.com/AdelizerRIndo/status/1056770958055301120;
Raiddd_;29/10/2018 11:50;0;1;Baru minggu 10. Tapi ramai manager fpl yg dah putus asa.... 3 weeks before i nombor 52 okay.;;;;1,05677E+18;https://twitter.com/Raiddd_/status/1056770230750310400;
FaizAqil97;29/10/2018 11:47;0;0;Lepas ni kalau rasa nak putus asa ingatlah perjuangan player perak - mak -;;;;1,05677E+18;https://twitter.com/FaizAqil97/status/1056769511657852929;
therecardoc;29/10/2018 11:42;0;0;Yang penting jangan putus asa;;;;1,05677E+18;https://twitter.com/therecardoc/status/1056768322971164673;
MizsRenn;29/10/2018 11:40;0;0;Semangat tak putus asa tu patut kite blaja;;;;1,05677E+18;https://twitter.com/MizsRenn/status/1056767821353431040;
novitaningrumk;29/10/2018 11:39;0;0;Jangan, jangan sampai diri mereka larut dibawa perasaan putus asa.;;;;1,05677E+18;https://twitter.com/novitaningrumk/status/1056767497540517889;
NellyMaulydina;29/10/2018 11:38;0;0;Tuhan takkan berikan cobaan melebihi kemampuanmu. Ketika putus asa, ingatlah, jika Tuhan memberinya padamu, Dia akan membantumu melewatinya.;;;;1,05677E+18;https://twitter.com/NellyMaulydina/status/1056767104240648192;
fatinzaf_;29/10/2018 11:38;1;6;Jngn sampai tertundanya kurniaan Tuhan kepadamu, setelah kau mengulang-ulang doamu, membuatmu putus asa. Krn Dia menjamin pengabulan doa sesuai pilihan-Nya, bukan sesuai pilihanmu;" pada waktu yang diinginkan-Nya, bkn pada waktu yang kau inginkan."" (Ibnu Athaillah Al-Sakandari)""";;;;1,05677E+18;https://twitter.com/fatinzaf_/status/1056767102059593729
nanamohdraus;29/10/2018 11:37;8;16;Kecewa betul tengok anak muda zaman sekarang. Manja, harap dengan duduk rileks dapat duit masuk dalam poket. Allah janjikan siapa berusaha, pasti ada hasilnya. Setimpal dengan usaha yang kita berikan. Jangan pernah putus asa untuk mencari ilmu dan rezeki;;;;1,05677E+18;https://twitter.com/nanamohdraus/status/1056766962565410816;
EkoSuyonoLagi;29/10/2018 11:34;0;0;"Tidak ada yang tidak mungkin"" Itu menurut saya pertama kali ditemukannya kata ""mungkin"" dan penemunya pasti org yang tidak pernah putus asa di saat mereka gagal berkali-kali.""";;;;1,05677E+18;https://twitter.com/EkoSuyonoLagi/status/1056766294081617920;
zulfitrah_andi;29/10/2018 11:33;0;0;Jangan putus asa;;;;1,05677E+18;https://twitter.com/zulfitrah_andi/status/1056766072005648384;
Dewi_Shawty;29/10/2018 11:33;0;0;Hampir putus asa;;;;1,05677E+18;https://twitter.com/Dewi_Shawty/status/1056765927595761664;
rama_snugraha;29/10/2018 11:32;1;16;"Semangat, Kak! Di Quran, Allah kan udah bilang, Allah pengin lihat nih, justru di keadaan yg pelik ini, siapa di antara kita yg sungguh² ingin bela agama Allah, siapa yg nggak. Jadi, teruslah jihad"" sesuai kemampuan & peran kita masing². Sabar harus, tapi jgn putus asa ya!""";;;;1,05677E+18;https://twitter.com/rama_snugraha/status/1056765657474195456;
Dedy276;29/10/2018 11:30;0;0;Ojok putus asa le,,;;;;1,05677E+18;https://twitter.com/Dedy276/status/1056765127288999936;
AdelizerRIndo;29/10/2018 11:23;0;0;gak pernah lelah dan gak akan pernah ada rasa putus asa untuk menyayangimu slalu. Teens_Fannie;;;;1,05676E+18;https://twitter.com/AdelizerRIndo/status/1056763425508839424;
ahmadsy86442001;29/10/2018 11:21;0;0;Tetaplah positif dan bahagia. Bekerja keras dan jangan putus asa. terus belajar. dan kelilingi diri dengan orang-orang yang bahagia, hangat dan tulus. Nguceknya di Alfath Laundry ya… https://www.instagram.com/p/BpgN9PtgRBC/?utm_source=ig_twitter_share&igshid=1f3sdyhmvvhaq …;;;;1,05676E+18;https://twitter.com/ahmadsy86442001/status/1056762836884570114;
cara_motivasi;29/10/2018 11:18;1;0;Jgn pernah putus asa. Karena Tuhan selalu memberi waktu & kesempatan. Tugas kita adalah berusaha semaksimal mungkin.;;;;1,05676E+18;https://twitter.com/cara_motivasi/status/1056762259572252677;
anugrah_o;29/10/2018 11:09;0;0;Kegagalan Anda tidak final, maka jangan putus asa. Sukses Anda juga tidak final, maka janganlah sombong.;;;;1,05676E+18;https://twitter.com/anugrah_o/status/1056760010515001345;
pearlred26;29/10/2018 11:07;0;1;Semoga segera diberi momongan ya Mbak, jangan putus asa, insya Allah kalau sudah waktunya penantian Mbak ga akan sia2 semangat Mbaaak!;;;;1,05676E+18;https://twitter.com/pearlred26/status/1056759364596322304;
yosefkrido07;29/10/2018 11:04;0;0;wah sudah putus asa nih pak presiden nya pks..;;;;1,05676E+18;https://twitter.com/yosefkrido07/status/1056758722536517633;
dr34merisyeoL;29/10/2018 11:03;0;1;Setiap kali timbul rasa putus asa,nk je aku cakap kat parents yg aku tak mampu dh nk teruskan apa yg lakukan skrg tp aku tak sanggup. Aku tahu dalam bayangan mereka, ada aku menyarung jubah graduasi dgn segulung ijazah bergambar mengucup dahi mereka tanda syukur. I CAN'T GIVE UP.;;;;1,05676E+18;https://twitter.com/dr34merisyeoL/status/1056758511055433729;
joonxiao;29/10/2018 11:02;0;0;Aamiin terus berdoa dan jangan putus asa ya nder!;;;;1,05676E+18;https://twitter.com/joonxiao/status/1056758257107103746;
AkatsukiAgency;29/10/2018 11:02;0;0;“Ada Orang Yang Jauh Lebih kuat yang pernah mengalahkanku! dia orang yang tak pernah putus asa!” (Neji);;;;1,05676E+18;https://twitter.com/AkatsukiAgency/status/1056758152912265216;
SiReynard;29/10/2018 11:01;0;0;Putus cinta bukan berarti harus putus asa & harapan. Tapi putus cinta itu membuat kita harus menjadi pribadi yang lebih dewasa & kuatv;;;;1,05676E+18;https://twitter.com/SiReynard/status/1056757852117753857;
darkeudust;29/10/2018 10:53;1;0;Ada asa yang harus saya putus secara paksa. Juga harap yang harus saya padamkan sebelum jadi terlalu nyala. Sebab tahu kamu bukan untuk saya. Tahu bahwa pada akhirnya, kita tidak akan pernah bisa untuk bersama. ㅡsugarcane;;;;1,05676E+18;https://twitter.com/darkeudust/status/1056755933173432322;
AdelizerRIndo;29/10/2018 10:53;0;0;gak pernah lelah dan gak akan pernah ada rasa putus asa untuk menyayangimu slalu. Teens_Kikies;;;;1,05676E+18;https://twitter.com/AdelizerRIndo/status/1056755870749487104;
pikaa_chann;29/10/2018 10:50;0;0;» Wanita yg sering mengeluh, cengeng, selalu merasa putus asa & tidak punya semangat, hanya akan menjadi beban untuk orang lain. -Inoue-;;;;1,05676E+18;https://twitter.com/pikaa_chann/status/1056755042697412608;
tytyczen;29/10/2018 10:48;0;0;caranya biar kepost gimana sih Ya Allah, aku putus asa gitu kalau ga kepost. suka sebel yg kepost malah tweetan ga penting:(( https://twitter.com/rlthingy/status/1056749444673101825 …;;;;1,05675E+18;https://twitter.com/tytyczen/status/1056754702241607680;
kamalshahime;29/10/2018 10:43;0;2;Pulang dgn keseronokan lepas menang. Tp yg paling penting semangat kental tak pernah putus asa menyokong team Perak walau pun ketinggalan 2-0 pada satu ketika. Yg udah balik time Perak tgh kena 2-0 tu teman ucapkan 'aje rugi le kome' Wallahualam. Tahun depan kite ke final lagi! pic.twitter.com/dBFUykdrnV;;;;1,05675E+18;https://twitter.com/kamalshahime/status/1056753391932567552;
farizanrf;29/10/2018 10:40;0;0;Mereka yang bermimpi hancur karena harapan mereka tak sesuai dengan rencana. Putus asa menjadi kenyataan. Dan ikhlas tak mau… — banyakin Istigfar ih :( banyak yang masih bisa disyukuri tau.. kalo harapan tidak sesuai dengan rencana... ya gapapa, mungki… https://lap78.ask.fm/igoto/45DKECPW7B667HQMHN2IG6NM7GEC7JAAQP6PNDX7D7SLNZN62UYY2Z2KFZHMQRJSK227SFYGJQUH4DB7YEV7M2VONS5LPBQLUIORJE2YHVWSCKGPBOHXYPXKSC27R6LPZSXI2AI7YPMHZBUDBOBB6QK46PGHLYM4ZDPVJMTRQSO2OPPSIUYFB5HK5NNIJ4H3TI43KFDU4EKQ==== …;;;;1,05675E+18;https://twitter.com/farizanrf/status/1056752622605135873;
Rnldsptwn;29/10/2018 10:40;0;0;jangan pernah putus asa karena usahamu yang gagal karena opet pernah berkata “pasapasi pisipaga puki puki cukimai”;;;;1,05675E+18;https://twitter.com/Rnldsptwn/status/1056752604926095360;
Mr_Gantengg;29/10/2018 10:39;0;0;Putus asa adalah kesalahan fatal manusia karena didalam kesusahan ada hikmah yang sangat besar. # Bijak;;;#;1,05675E+18;https://twitter.com/Mr_Gantengg/status/1056752431986466816;
JoshRaymondu;29/10/2018 10:39;0;0;Jangan, jangan sampai diri mereka larut dibawa perasaan putus asa.;;;;1,05675E+18;https://twitter.com/JoshRaymondu/status/1056752236158627840;
SHAHBINAAHMAD;29/10/2018 10:37;0;1;ELAK DIRI DARI PUTUS ASA! Assalamualaikum Allahumma Solli Ala Muhammad 3 Tahun pertama adalah 3 tahun untuk seseorang pemilik bisnes bertahan dalam bisnes mereka. Jack Ma yang merupakan billionaire pada hari ini... https://www.facebook.com/1340154582/posts/10217730592080118/ …;;;;1,05675E+18;https://twitter.com/SHAHBINAAHMAD/status/1056751861448036353;
izhharishak;29/10/2018 10:36;5;3;Rasa payah sangat nak lupakan...xpe...jangan paksa sangat... Ambil masa nak pulih semula...Cuma terus istiqamah..dan jangan putus asa...trust Allah..;;;;1,05675E+18;https://twitter.com/izhharishak/status/1056751494492413952;
Tzarnofik;29/10/2018 10:35;0;0;Pria Ganteng Putus Asa: http://youtu.be/x9_aFAjeJ_s?a melalui @ YouTube;;@;;1,05675E+18;https://twitter.com/Tzarnofik/status/1056751409792724997;
YazidRahmanFH;29/10/2018 10:35;0;0;"Ini beneran bikin ngekek... Ketika w terbiasa baca translate yg inggris itu oh god"" ketika si karakter sedang putus asa dengan lawan bicaranya itu terdengar biasa aja Tp ketika baca yang versi indonesia dengan translate nya ""oh demi dewa"" ... Yg w lngsung pikirkan : uttaran!?""";;;;1,05675E+18;https://twitter.com/YazidRahmanFH/status/1056751308672163841;
DenArul6;29/10/2018 10:34;1;3;Jangan mudah putus asa, yunus dimakan paus karena putus asa.;;;;1,05675E+18;https://twitter.com/DenArul6/status/1056750985110908928;
CafeosNet;29/10/2018 10:27;0;0;jangan putus asa dan kata deMasiv JANGAN MENYERAH # waralaba # franchise # franchisemurah # caf # # waralaba # franchisemurah # bisnis # franchise;;;# # # # # # # # #;1,05675E+18;https://twitter.com/CafeosNet/status/1056749271486058496;
DarahPujangga_;29/10/2018 10:25;0;0;Tuhan tidakkan berikan cobaan melebihi kemampuanmu. Ketika putus asa, ingatlah, jika Tuhan memberinya padamu, Dia akan membantumu melewatinya.;;;;1,05675E+18;https://twitter.com/DarahPujangga_/status/1056748733365288962;
AdelizerRIndo;29/10/2018 10:23;0;0;gak pernah lelah dan gak akan pernah ada rasa putus asa untuk menyayangimu slalu. Teens_Livia;;;;1,05675E+18;https://twitter.com/AdelizerRIndo/status/1056748337276174336;
isanbrandals;29/10/2018 10:23;0;0;Saya berjalan di hujan yg sangat deras dan disitu pun tidak da orang yg tau kalu aku menangis dalam kesedihan !Nangis, kesel, putus asa, kecewa, marah, patah hati, cemburu itu yang gw rasain ke lo;;;;1,05675E+18;https://twitter.com/isanbrandals/status/1056748279226978305;
mustaqimirsyad7;29/10/2018 10:16;0;1;Regulasi Baru(!) muncul bak membumi hanguskan, mereka yang gigih berinovasi.. Kompleksitas muncul, sebagai aktor rasa rumit yang mendalam. Entah keraguan atau rasa putus asa, yang kutahu 2 hal itu berkolaborasi menggerogoti sisa-sisa kepercayaan diri yang ada. # 2019TetapRecehpic.twitter.com/U5HJ3Ne1WO;;;#;1,05675E+18;https://twitter.com/mustaqimirsyad7/status/1056746447167582208;
mdinarti;29/10/2018 10:10;0;0;Dua kesalahan besar: Menganggap sukses sudah selesai = sombong, dan menganggap sukses tidak mungkin = putus asa;;;;1,05674E+18;https://twitter.com/mdinarti/status/1056744974614581248;
BagusSe63342964;29/10/2018 10:09;0;0;Dua kesalahan besar: Menganggap sukses sudah selesai = sombong, dan menganggap sukses tidak mungkin = putus asa;;;;1,05674E+18;https://twitter.com/BagusSe63342964/status/1056744896059498496;
zeroaxot;29/10/2018 10:07;0;0;Tegas akan diri sendiri, buang pikiran negatif dan lakukan yang baik. Kegelisahan hanya milik mereka yang putus asa.;;;;1,05674E+18;https://twitter.com/zeroaxot/status/1056744365815607296;
sydslzr;29/10/2018 10:04;1;2;Jangan pernah putus asa dan jangan pernah tak yakin pada kekuasan Allah. Alhamdulillah kita juara! # champi8nshttps://twitter.com/peraktheyob/status/1056455294610329600 …;;;#;1,05674E+18;https://twitter.com/sydslzr/status/1056743652200828928;
monyetgalaau;29/10/2018 10:04;0;0;"Putus cinta bukan berarti putus asa dan harapan, tapi putus cinta menjadikan kita lebih dewasa dan kuat""""";;;;1,05674E+18;https://twitter.com/monyetgalaau/status/1056743554821763072;
SuaraSMD;29/10/2018 10:01;0;0;"Masalah yang sulit tidak akan membuat kita putus asa.jika kita meyakini bahwa setiap masalah pasti ada jalan keluarnya.""";;;;1,05674E+18;https://twitter.com/SuaraSMD/status/1056742890821496832;
siigiitt_;29/10/2018 10:01;0;0;Jangan pernah putus asa, kesempatan itu selalu ada selama kita yakin dan berusaha;;;;1,05674E+18;https://twitter.com/siigiitt_/status/1056742833787260928;
